sol,earth_date,ls,season,min_temp,max_temp,pressure,atmo_opacity,sunrise,sunset
1878,2017-11-17,88,"Month 3",-79,-29,835,Sunny,05:54,17:36
1879,2017-11-18,89,"Month 3",-79,-31,834,Sunny,05:54,17:36
1880,2017-11-19,89,"Month 3",-79,-30,833,Sunny,05:53,17:36
1881,2017-11-20,90,"Month 4",-79,-28,832,Sunny,05:53,17:36
1882,2017-11-21,90,"Month 4",-78,-31,831,Sunny,05:53,17:36
1883,2017-11-22,91,"Month 4",-78,-28,830,Sunny,05:53,17:35
1884,2017-11-23,91,"Month 4",-79,-29,829,Sunny,05:53,17:35
1885,2017-11-24,91,"Month 4",-79,-30,827,Sunny,05:53,17:35
1886,2017-11-25,92,"Month 4",-79,-27,826,Sunny,05:53,17:35
1887,2017-11-26,92,"Month 4",-79,-26,824,Sunny,05:52,17:35
1888,2017-11-27,93,"Month 4",-79,-25,823,Sunny,05:52,17:35
1889,2017-11-29,93,"Month 4",-80,-28,822,Sunny,05:52,17:35
1890,2017-11-30,94,"Month 4",-79,-28,821,Sunny,05:52,17:34
1891,2017-12-01,94,"Month 4",-80,-25,819,Sunny,05:52,17:34
1892,2017-12-02,95,"Month 4",-81,-29,817,Sunny,05:52,17:34
1893,2017-12-03,95,"Month 4",-79,-25,816,Sunny,05:52,17:34
1894,2017-12-04,96,"Month 4",-79,-28,815,Sunny,05:51,17:34
1895,2017-12-05,96,"Month 4",-78,-29,814,Sunny,05:51,17:34
1896,2017-12-06,96,"Month 4",-79,-23,812,Sunny,05:51,17:34
1897,2017-12-07,97,"Month 4",-80,-27,811,Sunny,05:51,17:34
1898,2017-12-08,97,"Month 4",-81,-27,810,Sunny,05:51,17:33
1899,2017-12-09,98,"Month 4",-81,-23,808,Sunny,05:51,17:33
1900,2017-12-10,98,"Month 4",-81,-25,807,Sunny,05:50,17:33
1901,2017-12-11,99,"Month 4",-81,-28,806,Sunny,05:50,17:33
1902,2017-12-12,99,"Month 4",-79,-27,804,Sunny,05:50,17:33
1903,2017-12-13,100,"Month 4",-78,-25,803,Sunny,05:50,17:33
1904,2017-12-14,100,"Month 4",-79,-27,801,Sunny,05:50,17:33
1905,2017-12-15,101,"Month 4",-80,-22,800,Sunny,05:50,17:33
1906,2017-12-16,101,"Month 4",-79,-23,799,Sunny,05:50,17:32
1907,2017-12-17,101,"Month 4",-79,-29,798,Sunny,05:49,17:32
1908,2017-12-18,102,"Month 4",-79,-28,796,Sunny,05:49,17:32
1909,2017-12-19,102,"Month 4",-80,-27,795,Sunny,05:49,17:32
1910,2017-12-20,103,"Month 4",-80,-23,794,Sunny,05:49,17:32
1911,2017-12-21,103,"Month 4",-79,-22,792,Sunny,05:49,17:32
1912,2017-12-22,104,"Month 4",-80,-25,791,Sunny,05:49,17:32
1913,2017-12-23,104,"Month 4",-79,-27,791,Sunny,05:49,17:32
1914,2017-12-24,105,"Month 4",-78,-21,790,Sunny,05:48,17:32
1915,2017-12-25,105,"Month 4",-78,-23,788,Sunny,05:48,17:31
1916,2017-12-26,106,"Month 4",-79,-22,787,Sunny,05:48,17:31
1917,2017-12-27,106,"Month 4",-80,-19,786,Sunny,05:48,17:31
1918,2017-12-28,107,"Month 4",-77,-18,784,Sunny,05:48,17:31
1919,2017-12-29,107,"Month 4",-77,-26,783,Sunny,05:48,17:31
1920,2017-12-30,108,"Month 4",-77,-25,782,Sunny,05:47,17:31
1921,2017-12-31,108,"Month 4",-78,-19,781,Sunny,05:47,17:31
1922,2018-01-01,108,"Month 4",-79,-24,780,Sunny,05:47,17:31
1923,2018-01-02,109,"Month 4",-77,-23,778,Sunny,05:47,17:31
1924,2018-01-03,109,"Month 4",-78,-21,777,Sunny,05:47,17:30
1925,2018-01-05,110,"Month 4",-79,-19,777,Sunny,05:47,17:30
1926,2018-01-06,110,"Month 4",-80,-24,775,Sunny,05:46,17:30
1927,2018-01-07,111,"Month 4",-79,-24,774,Sunny,05:46,17:30
1928,2018-01-08,111,"Month 4",-78,-24,773,Sunny,05:46,17:30
1929,2018-01-09,112,"Month 4",-79,-26,771,Sunny,05:46,17:30
1930,2018-01-10,112,"Month 4",-79,-24,770,Sunny,05:46,17:30
1931,2018-01-11,113,"Month 4",-79,-22,770,Sunny,05:46,17:30
1932,2018-01-12,113,"Month 4",-79,-24,768,Sunny,05:45,17:30
1933,2018-01-13,114,"Month 4",-78,-23,767,Sunny,05:45,17:30
1934,2018-01-14,114,"Month 4",-79,-21,766,Sunny,05:45,17:29
1935,2018-01-15,115,"Month 4",-80,-21,765,Sunny,05:45,17:29
1936,2018-01-16,115,"Month 4",-79,-20,764,Sunny,05:45,17:29
1937,2018-01-17,116,"Month 4",-80,-22,763,Sunny,05:45,17:29
1938,2018-01-18,116,"Month 4",-78,-24,762,Sunny,05:44,17:29
1939,2018-01-19,116,"Month 4",-78,-20,760,Sunny,05:44,17:29
1940,2018-01-20,117,"Month 4",-77,-19,759,Sunny,05:44,17:29
1941,2018-01-21,117,"Month 4",-77,-20,758,Sunny,05:44,17:29
1942,2018-01-22,118,"Month 4",-78,-27,757,Sunny,05:44,17:29
1943,2018-01-23,118,"Month 4",-78,-28,756,Sunny,05:44,17:29
1944,2018-01-24,119,"Month 4",-80,-21,755,Sunny,05:43,17:28
1945,2018-01-25,119,"Month 4",-78,-22,754,Sunny,05:43,17:28
1946,2018-01-26,120,"Month 5",-79,-20,753,Sunny,05:43,17:28
1947,2018-01-27,120,"Month 5",-78,-19,751,Sunny,05:43,17:28
1948,2018-01-28,121,"Month 5",-78,-18,752,Sunny,05:43,17:28
1949,2018-01-29,121,"Month 5",-78,-20,751,Sunny,05:42,17:28
1950,2018-01-30,122,"Month 5",-79,-15,750,Sunny,05:42,17:28
1951,2018-01-31,122,"Month 5",-77,-23,749,Sunny,05:42,17:28
1952,2018-02-01,123,"Month 5",-80,-25,748,Sunny,05:42,17:28
1953,2018-02-02,123,"Month 5",-78,-22,747,Sunny,05:42,17:28
1954,2018-02-03,124,"Month 5",-77,-17,745,Sunny,05:42,17:27
1955,2018-02-04,124,"Month 5",-77,-21,745,Sunny,05:41,17:27
1956,2018-02-05,125,"Month 5",-79,-14,744,Sunny,05:41,17:27
1957,2018-02-06,125,"Month 5",-77,-21,742,Sunny,05:41,17:27
1958,2018-02-07,126,"Month 5",-77,-14,741,Sunny,05:41,17:27
1959,2018-02-08,126,"Month 5",-78,-15,740,Sunny,05:41,17:27
1960,2018-02-09,127,"Month 5",-78,-14,740,Sunny,05:40,17:27
1961,2018-02-11,127,"Month 5",-77,-21,740,Sunny,05:40,17:27
1962,2018-02-12,128,"Month 5",-78,-14,738,Sunny,05:40,17:27
1963,2018-02-13,128,"Month 5",-77,-14,737,Sunny,05:40,17:27
1964,2018-02-14,129,"Month 5",-76,-16,736,Sunny,05:40,17:26
1965,2018-02-15,129,"Month 5",-76,-12,735,Sunny,05:39,17:26
1966,2018-02-16,130,"Month 5",-77,-18,735,Sunny,05:39,17:26
1967,2018-02-17,130,"Month 5",-76,-15,734,Sunny,05:39,17:26
1968,2018-02-18,131,"Month 5",-76,-19,732,Sunny,05:39,17:26
1969,2018-02-19,131,"Month 5",-76,-16,732,Sunny,05:39,17:26
1970,2018-02-20,132,"Month 5",-77,-16,731,Sunny,05:38,17:26
1971,2018-02-21,132,"Month 5",-78,-13,731,Sunny,05:38,17:26
1972,2018-02-22,133,"Month 5",-78,-14,730,Sunny,05:38,17:26
1973,2018-02-23,133,"Month 5",-78,-18,730,Sunny,05:38,17:26
1974,2018-02-24,134,"Month 5",-77,-13,729,Sunny,05:37,17:25
1975,2018-02-25,134,"Month 5",-76,-16,729,Sunny,05:37,17:25
1976,2018-02-26,135,"Month 5",-77,-10,728,Sunny,05:37,17:25
1977,2018-02-27,135,"Month 5",-77,-10,727,Sunny,05:37,17:25
1978,2018-02-28,136,"Month 5",-78,-14,727,Sunny,05:37,17:25
1979,2018-03-01,136,"Month 5",-76,-14,726,Sunny,05:36,17:25
1980,2018-03-02,137,"Month 5",-77,-11,725,Sunny,05:36,17:25
1981,2018-03-03,137,"Month 5",-75,-10,725,Sunny,05:36,17:25
1982,2018-03-04,138,"Month 5",-77,-7,724,Sunny,05:36,17:25
1983,2018-03-05,138,"Month 5",-76,-8,723,Sunny,05:36,17:25
1984,2018-03-06,139,"Month 5",-77,-11,723,Sunny,05:35,17:24
1985,2018-03-07,139,"Month 5",-77,-6,723,Sunny,05:35,17:24
1986,2018-03-08,140,"Month 5",-74,-9,723,Sunny,05:35,17:24
1987,2018-03-09,140,"Month 5",-76,-11,723,Sunny,05:35,17:24
1988,2018-03-10,141,"Month 5",-73,-10,722,Sunny,05:34,17:24
1989,2018-03-11,141,"Month 5",-75,-6,721,Sunny,05:34,17:24
1990,2018-03-12,142,"Month 5",-74,-6,720,Sunny,05:34,17:24
1991,2018-03-13,142,"Month 5",-74,-8,721,Sunny,05:34,17:24
1992,2018-03-14,143,"Month 5",-76,-9,720,Sunny,05:34,17:24
1993,2018-03-15,143,"Month 5",-75,-14,719,Sunny,05:33,17:24
1994,2018-03-16,144,"Month 5",-75,-6,718,Sunny,05:33,17:23
1995,2018-03-17,144,"Month 5",-73,-6,718,Sunny,05:33,17:23
1996,2018-03-18,145,"Month 5",-76,-11,719,Sunny,05:33,17:23
1997,2018-03-19,145,"Month 5",-74,-11,717,Sunny,05:32,17:23
1998,2018-03-21,146,"Month 5",-72,-5,716,Sunny,05:32,17:23
1999,2018-03-22,146,"Month 5",-72,-10,717,Sunny,05:32,17:23
2000,2018-03-23,147,"Month 5",-76,-7,717,Sunny,05:32,17:23
2001,2018-03-24,147,"Month 5",-75,-8,716,Sunny,05:31,17:23
2002,2018-03-25,148,"Month 5",-75,-10,715,Sunny,05:31,17:23
2003,2018-03-26,148,"Month 5",-74,-6,716,Sunny,05:31,17:23
2004,2018-03-27,149,"Month 5",-74,-8,716,Sunny,05:31,17:23
2005,2018-03-28,149,"Month 5",-75,-11,716,Sunny,05:31,17:22
2006,2018-03-29,150,"Month 6",-74,-7,715,Sunny,05:30,17:22
2007,2018-03-30,151,"Month 6",-73,-9,716,Sunny,05:30,17:22
2008,2018-03-31,151,"Month 6",-74,-9,717,Sunny,05:30,17:22
2009,2018-04-01,152,"Month 6",-74,-9,717,Sunny,05:30,17:22
2010,2018-04-02,152,"Month 6",-73,-10,716,Sunny,05:29,17:22
2011,2018-04-03,153,"Month 6",-73,-10,716,Sunny,05:29,17:22
2012,2018-04-04,153,"Month 6",-74,-7,715,Sunny,05:29,17:22
2013,2018-04-05,154,"Month 6",-72,-2,717,Sunny,05:29,17:22
2014,2018-04-06,154,"Month 6",-72,-5,716,Sunny,05:29,17:22
2015,2018-04-07,155,"Month 6",-74,-3,717,Sunny,05:28,17:22
2016,2018-04-08,155,"Month 6",-73,-9,718,Sunny,05:28,17:21
2017,2018-04-09,156,"Month 6",-75,-6,717,Sunny,05:28,17:21
2018,2018-04-10,156,"Month 6",-75,-3,718,Sunny,05:28,17:21
2019,2018-04-11,157,"Month 6",-75,-6,718,Sunny,05:27,17:21
2020,2018-04-12,157,"Month 6",-72,-7,718,Sunny,05:27,17:21
2021,2018-04-13,158,"Month 6",-74,-9,719,Sunny,05:27,17:21
2022,2018-04-14,159,"Month 6",-73,-4,719,Sunny,05:27,17:21
2023,2018-04-15,159,"Month 6",-72,-7,720,Sunny,05:27,17:21
2024,2018-04-16,160,"Month 6",-76,-7,720,Sunny,05:26,17:21
2025,2018-04-17,160,"Month 6",-73,-4,719,Sunny,05:26,17:21
2026,2018-04-18,161,"Month 6",-73,-6,719,Sunny,05:26,17:21
2027,2018-04-19,161,"Month 6",-74,-12,722,Sunny,05:26,17:21
2028,2018-04-20,162,"Month 6",-73,-11,722,Sunny,05:25,17:21
2029,2018-04-21,162,"Month 6",-72,-11,722,Sunny,05:25,17:21
2030,2018-04-22,163,"Month 6",-73,-4,721,Sunny,05:25,17:21
2031,2018-04-23,163,"Month 6",-72,-6,722,Sunny,05:25,17:20
2032,2018-04-24,164,"Month 6",-72,-5,722,Sunny,05:25,17:20
2033,2018-04-25,165,"Month 6",-72,-10,723,Sunny,05:24,17:20
2034,2018-04-27,165,"Month 6",-70,-7,724,Sunny,05:24,17:20
2035,2018-04-28,166,"Month 6",-72,-5,726,Sunny,05:24,17:20
2036,2018-04-29,166,"Month 6",-72,-5,726,Sunny,05:24,17:20
2037,2018-04-30,167,"Month 6",-75,-2,725,Sunny,05:24,17:20
2038,2018-05-01,167,"Month 6",-74,-3,726,Sunny,05:23,17:20
2039,2018-05-02,168,"Month 6",-74,0,728,Sunny,05:23,17:20
2040,2018-05-03,168,"Month 6",-74,-9,729,Sunny,05:23,17:20
2041,2018-05-04,169,"Month 6",-71,-9,728,Sunny,05:23,17:20
2042,2018-05-05,170,"Month 6",-72,-7,730,Sunny,05:23,17:20
2043,2018-05-06,170,"Month 6",-71,-7,730,Sunny,05:22,17:20
2044,2018-05-07,171,"Month 6",-75,-8,730,Sunny,05:22,17:20
2045,2018-05-08,171,"Month 6",-74,-7,733,Sunny,05:22,17:20
2046,2018-05-09,172,"Month 6",-72,-7,734,Sunny,05:22,17:20
2047,2018-05-10,172,"Month 6",-71,3,733,Sunny,05:22,17:20
2048,2018-05-11,173,"Month 6",-73,2,735,Sunny,05:22,17:20
2049,2018-05-12,174,"Month 6",-72,3,735,Sunny,05:21,17:20
2050,2018-05-13,174,"Month 6",-71,1,737,Sunny,05:21,17:20
2051,2018-05-14,175,"Month 6",-71,1,739,Sunny,05:21,17:20
2052,2018-05-15,175,"Month 6",-72,0,739,Sunny,05:21,17:20
2053,2018-05-16,176,"Month 6",-71,3,740,Sunny,05:21,17:20
2054,2018-05-17,176,"Month 6",-72,4,740,Sunny,05:21,17:20
2055,2018-05-18,177,"Month 6",-72,2,740,Sunny,05:20,17:20
2056,2018-05-19,178,"Month 6",-74,5,740,Sunny,05:20,17:20
2057,2018-05-20,178,"Month 6",-73,2,741,Sunny,05:20,17:20
2058,2018-05-21,179,"Month 6",-71,4,743,Sunny,05:20,17:20
2059,2018-05-22,179,"Month 6",-72,4,743,Sunny,05:20,17:20
2060,2018-05-23,180,"Month 7",-73,4,743,Sunny,05:20,17:20
2061,2018-05-24,180,"Month 7",-72,5,745,Sunny,05:20,17:20
2062,2018-05-25,181,"Month 7",-72,2,745,Sunny,05:19,17:20
2063,2018-05-26,182,"Month 7",-71,3,748,Sunny,05:19,17:20
2064,2018-05-27,182,"Month 7",-71,4,748,Sunny,05:19,17:20
2065,2018-05-28,183,"Month 7",-71,2,750,Sunny,05:19,17:20
2066,2018-05-29,183,"Month 7",-72,2,751,Sunny,05:19,17:20
2067,2018-05-30,184,"Month 7",-74,3,750,Sunny,05:19,17:20
2068,2018-05-31,185,"Month 7",-69,4,752,Sunny,05:19,17:20
2069,2018-06-01,185,"Month 7",-71,4,756,Sunny,05:19,17:20
2070,2018-06-02,186,"Month 7",-70,3,757,Sunny,05:19,17:20
2071,2018-06-04,186,"Month 7",-71,4,755,Sunny,05:18,17:20
2072,2018-06-05,187,"Month 7",-71,6,758,Sunny,05:18,17:21
2073,2018-06-06,187,"Month 7",-74,7,756,Sunny,05:18,17:21
2074,2018-06-07,188,"Month 7",-70,6,758,Sunny,05:18,17:21
2075,2018-06-08,189,"Month 7",-69,3,762,Sunny,05:18,17:21
2076,2018-06-09,189,"Month 7",-71,3,764,Sunny,05:18,17:21
2077,2018-06-10,190,"Month 7",-69,0,765,Sunny,05:18,17:21
2078,2018-06-11,190,"Month 7",-73,1,766,Sunny,05:18,17:21
2079,2018-06-12,191,"Month 7",-68,2,767,Sunny,05:18,17:21
2080,2018-06-13,192,"Month 7",-67,2,768,Sunny,05:18,17:21
2081,2018-06-14,192,"Month 7",-69,-3,770,Sunny,05:18,17:21
2082,2018-06-15,193,"Month 7",-64,-15,768,Sunny,05:18,17:22
2083,2018-06-16,193,"Month 7",-63,-14,769,Sunny,05:18,17:22
2084,2018-06-17,194,"Month 7",-65,-21,771,Sunny,05:18,17:22
2085,2018-06-18,195,"Month 7",-57,-24,772,Sunny,05:18,17:22
2086,2018-06-19,195,"Month 7",-57,-25,776,Sunny,05:18,17:22
2087,2018-06-20,196,"Month 7",-59,-28,780,Sunny,05:18,17:22
2088,2018-06-21,196,"Month 7",-58,-24,778,Sunny,05:18,17:22
2089,2018-06-22,197,"Month 7",-59,-26,779,Sunny,05:18,17:23
2090,2018-06-23,198,"Month 7",-61,-23,778,Sunny,05:18,17:23
2091,2018-06-24,198,"Month 7",-63,-22,779,Sunny,05:18,17:23
2092,2018-06-25,199,"Month 7",-67,-24,781,Sunny,05:18,17:23
2093,2018-06-26,199,"Month 7",-63,-24,780,Sunny,05:18,17:23
2094,2018-06-27,200,"Month 7",-61,-27,783,Sunny,05:18,17:24
2095,2018-06-28,201,"Month 7",-61,-25,784,Sunny,05:18,17:24
2096,2018-06-29,201,"Month 7",-63,-22,788,Sunny,05:18,17:24
2097,2018-06-30,202,"Month 7",-60,-23,789,Sunny,05:18,17:24
2098,2018-07-01,203,"Month 7",-61,-23,791,Sunny,05:18,17:24
2099,2018-07-02,203,"Month 7",-61,-25,791,Sunny,05:18,17:25
2100,2018-07-03,204,"Month 7",-61,-29,797,Sunny,05:18,17:25
2101,2018-07-04,204,"Month 7",-61,-23,796,Sunny,05:18,17:25
2102,2018-07-05,205,"Month 7",-60,-22,797,Sunny,05:18,17:25
2103,2018-07-06,206,"Month 7",-58,-26,797,Sunny,05:18,17:26
2104,2018-07-07,206,"Month 7",-59,-23,797,Sunny,05:18,17:26
2105,2018-07-08,207,"Month 7",-61,-25,802,Sunny,05:18,17:26
2106,2018-07-09,208,"Month 7",-63,-27,803,Sunny,05:19,17:26
2107,2018-07-11,208,"Month 7",-65,-21,807,Sunny,05:19,17:27
2108,2018-07-12,209,"Month 7",-65,-24,806,Sunny,05:19,17:27
2109,2018-07-13,209,"Month 7",-66,-22,809,Sunny,05:19,17:27
2110,2018-07-14,210,"Month 8",-59,-20,810,Sunny,05:19,17:28
2111,2018-07-15,211,"Month 8",-67,-20,813,Sunny,05:19,17:28
2112,2018-07-16,211,"Month 8",-63,-20,813,Sunny,05:19,17:28
2113,2018-07-17,212,"Month 8",-62,-20,815,Sunny,05:20,17:28
2114,2018-07-18,213,"Month 8",-61,-19,816,Sunny,05:20,17:29
2115,2018-07-19,213,"Month 8",-61,-21,818,Sunny,05:20,17:29
2116,2018-07-20,214,"Month 8",-62,-21,820,Sunny,05:20,17:30
2117,2018-07-21,214,"Month 8",-64,-19,822,Sunny,05:20,17:30
2118,2018-07-22,215,"Month 8",-68,-19,822,Sunny,05:20,17:30
2119,2018-07-23,216,"Month 8",-69,-16,824,Sunny,05:21,17:31
2120,2018-07-24,216,"Month 8",-67,-16,828,Sunny,05:21,17:31
2121,2018-07-25,217,"Month 8",-62,-18,829,Sunny,05:21,17:31
2122,2018-07-26,218,"Month 8",-63,-14,830,Sunny,05:21,17:32
2123,2018-07-27,218,"Month 8",-68,-18,831,Sunny,05:22,17:32
2124,2018-07-28,219,"Month 8",-67,-17,832,Sunny,05:22,17:33
2125,2018-07-29,219,"Month 8",-66,-17,834,Sunny,05:22,17:33
2126,2018-07-30,220,"Month 8",-63,-18,837,Sunny,05:22,17:33
2127,2018-07-31,221,"Month 8",-69,-18,838,Sunny,05:23,17:34
2128,2018-08-01,221,"Month 8",-65,-20,841,Sunny,05:23,17:34
2129,2018-08-02,222,"Month 8",-66,-21,843,Sunny,05:23,17:35
2130,2018-08-03,223,"Month 8",-62,-18,844,Sunny,05:24,17:35
2131,2018-08-04,223,"Month 8",-67,-21,846,Sunny,05:24,17:36
2132,2018-08-05,224,"Month 8",-69,-16,847,Sunny,05:24,17:36
2133,2018-08-06,225,"Month 8",-65,-18,849,Sunny,05:24,17:37
2134,2018-08-07,225,"Month 8",-65,-14,851,Sunny,05:25,17:37
2135,2018-08-08,226,"Month 8",-66,-15,854,Sunny,05:25,17:37
2136,2018-08-09,227,"Month 8",-66,-13,856,Sunny,05:26,17:38
2137,2018-08-10,227,"Month 8",-66,-13,857,Sunny,05:26,17:38
2138,2018-08-11,228,"Month 8",-68,-16,858,Sunny,05:26,17:39
2139,2018-08-12,228,"Month 8",-70,-11,857,Sunny,05:27,17:40
2140,2018-08-13,229,"Month 8",-70,-10,858,Sunny,05:27,17:40
2141,2018-08-14,230,"Month 8",-66,-17,863,Sunny,05:27,17:41
2142,2018-08-15,230,"Month 8",-71,-10,865,Sunny,05:28,17:41
2143,2018-08-17,231,"Month 8",-71,-12,865,Sunny,05:28,17:42
2144,2018-08-18,232,"Month 8",-67,-11,867,Sunny,05:29,17:42
2145,2018-08-19,232,"Month 8",-66,-10,868,Sunny,05:29,17:43
2146,2018-08-20,233,"Month 8",-67,-10,870,Sunny,05:29,17:43
2147,2018-08-21,234,"Month 8",-68,-15,870,Sunny,05:30,17:44
2148,2018-08-22,234,"Month 8",-67,-13,872,Sunny,05:30,17:44
2149,2018-08-23,235,"Month 8",-68,-10,874,Sunny,05:31,17:45
2150,2018-08-24,236,"Month 8",-68,-11,874,Sunny,05:31,17:46
2151,2018-08-25,236,"Month 8",-66,-12,876,Sunny,05:32,17:46
2152,2018-08-26,237,"Month 8",-69,-10,878,Sunny,05:32,17:47
2153,2018-08-27,237,"Month 8",-68,-10,877,Sunny,05:33,17:47
2154,2018-08-28,238,"Month 8",-73,-10,878,Sunny,05:33,17:48
2155,2018-08-29,239,"Month 8",-76,-12,878,Sunny,05:34,17:49
2156,2018-08-30,239,"Month 8",-71,-6,879,Sunny,05:34,17:49
2157,2018-08-31,240,"Month 9",-67,-5,877,Sunny,05:35,17:50
2158,2018-09-01,241,"Month 9",-67,-7,880,Sunny,05:35,17:51
2159,2018-09-02,241,"Month 9",-68,-10,883,Sunny,05:36,17:51
2160,2018-09-03,242,"Month 9",-68,-8,885,Sunny,05:36,17:52
2161,2018-09-04,243,"Month 9",-68,-5,884,Sunny,05:37,17:53
2162,2018-09-05,243,"Month 9",-69,-5,886,Sunny,05:37,17:53
2163,2018-09-06,244,"Month 9",-70,-5,886,Sunny,05:38,17:54
2164,2018-09-07,245,"Month 9",-68,-8,886,Sunny,05:39,17:55
2165,2018-09-08,245,"Month 9",-70,-10,887,Sunny,05:39,17:55
2166,2018-09-09,246,"Month 9",-72,-10,887,Sunny,05:40,17:56
2167,2018-09-10,247,"Month 9",-73,-12,885,Sunny,05:40,17:57
2168,2018-09-11,247,"Month 9",-69,-10,886,Sunny,05:41,17:57
2169,2018-09-12,248,"Month 9",-70,-10,887,Sunny,05:41,17:58
2170,2018-09-13,249,"Month 9",-68,-12,886,Sunny,05:42,17:59
2171,2018-09-14,249,"Month 9",-65,-12,879,Sunny,05:43,17:59
2172,2018-09-15,250,"Month 9",-73,-14,893,Sunny,05:43,18:00
2173,2018-09-16,251,"Month 9",-65,-14,893,Sunny,05:44,18:01
2174,2018-09-17,251,"Month 9",-68,-22,896,Sunny,05:45,18:01
2204,2018-10-18,271,"Month 10",-56,-14,854,Sunny,06:05,18:23
2205,2018-10-19,271,"Month 10",-70,-13,880,Sunny,06:06,18:24
2206,2018-10-20,272,"Month 10",-74,-14,881,Sunny,06:06,18:24
2207,2018-10-21,273,"Month 10",-72,-14,881,Sunny,06:07,18:25
2208,2018-10-22,273,"Month 10",-75,-18,880,Sunny,06:08,18:26
2209,2018-10-23,274,"Month 10",-73,-18,879,Sunny,06:09,18:26
2210,2018-10-24,275,"Month 10",-74,-11,877,Sunny,06:09,18:27
2211,2018-10-25,275,"Month 10",-71,-13,876,Sunny,06:10,18:28
2212,2018-10-26,276,"Month 10",-71,-13,877,Sunny,06:11,18:28
2213,2018-10-27,276,"Month 10",-70,-12,874,Sunny,06:11,18:29
2214,2018-10-28,277,"Month 10",-73,-13,872,Sunny,06:12,18:30
2216,2018-10-31,278,"Month 10",-69,-12,868,Sunny,06:13,18:31
2217,2018-11-01,279,"Month 10",-71,-13,868,Sunny,06:14,18:32
2218,2018-11-02,280,"Month 10",-71,-7,866,Sunny,06:15,18:32
2219,2018-11-03,280,"Month 10",-71,-7,868,Sunny,06:15,18:33
2220,2018-11-04,281,"Month 10",-73,-10,866,Sunny,06:16,18:33
2221,2018-11-05,282,"Month 10",-70,-4,865,Sunny,06:17,18:34
2222,2018-11-06,282,"Month 10",-70,-3,865,Sunny,06:17,18:35
2223,2018-11-07,283,"Month 10",-71,2,863,Sunny,06:18,18:35
2224,2018-11-08,283,"Month 10",-72,0,865,Sunny,06:19,18:36
2225,2018-11-09,284,"Month 10",-71,1,864,Sunny,06:19,18:36
2226,2018-11-10,285,"Month 10",-73,-4,863,Sunny,06:20,18:37
2227,2018-11-11,285,"Month 10",-72,-3,863,Sunny,06:21,18:38
2228,2018-11-12,286,"Month 10",-71,0,860,Sunny,06:21,18:38
2229,2018-11-13,287,"Month 10",-71,-2,861,Sunny,06:22,18:39
2230,2018-11-14,287,"Month 10",-72,-5,859,Sunny,06:22,18:39
2231,2018-11-15,288,"Month 10",-73,-10,860,Sunny,06:23,18:40
2232,2018-11-16,289,"Month 10",-73,-3,858,Sunny,06:24,18:40
2233,2018-11-17,289,"Month 10",-72,-4,857,Sunny,06:24,18:41
2234,2018-11-18,290,"Month 10",-70,2,857,Sunny,06:25,18:41
2235,2018-11-19,290,"Month 10",-70,2,853,Sunny,06:25,18:42
2236,2018-11-20,291,"Month 10",-71,-3,857,Sunny,06:26,18:42
2237,2018-11-21,292,"Month 10",-70,-3,854,Sunny,06:27,18:43
2238,2018-11-22,292,"Month 10",-69,-2,853,Sunny,06:27,18:43
2239,2018-11-23,293,"Month 10",-70,-2,852,Sunny,06:28,18:44
2240,2018-11-24,294,"Month 10",-70,0,849,Sunny,06:28,18:44
2241,2018-11-25,294,"Month 10",-70,-2,850,Sunny,06:29,18:45
2242,2018-11-26,295,"Month 10",-70,-2,848,Sunny,06:29,18:45
2243,2018-11-27,295,"Month 10",-70,-3,848,Sunny,06:30,18:45
2244,2018-11-28,296,"Month 10",-70,-5,849,Sunny,06:30,18:46
2245,2018-11-29,297,"Month 10",-70,-7,845,Sunny,06:31,18:46
2246,2018-11-30,297,"Month 10",-71,2,848,Sunny,06:31,18:47
2247,2018-12-01,298,"Month 10",-70,-4,844,Sunny,06:32,18:47
2248,2018-12-02,298,"Month 10",-71,1,846,Sunny,06:32,18:47
2249,2018-12-03,299,"Month 10",-70,-4,846,Sunny,06:33,18:48
2250,2018-12-04,300,"Month 11",-70,-14,842,Sunny,06:33,18:48
2251,2018-12-05,300,"Month 11",-74,-15,847,Sunny,06:34,18:48
2252,2018-12-07,301,"Month 11",-72,-15,840,Sunny,06:34,18:49
2253,2018-12-08,302,"Month 11",-70,-15,845,Sunny,06:35,18:49
2254,2018-12-09,302,"Month 11",-71,-13,845,Sunny,06:35,18:49
2255,2018-12-10,303,"Month 11",-71,-11,841,Sunny,06:36,18:50
2256,2018-12-11,303,"Month 11",-70,-11,843,Sunny,06:36,18:50
2257,2018-12-12,304,"Month 11",-72,-4,836,Sunny,06:36,18:50
2258,2018-12-13,305,"Month 11",-70,-6,841,Sunny,06:37,18:51
2261,2018-12-16,306,"Month 11",-70,-7,839,Sunny,06:38,18:51
2263,2018-12-18,308,"Month 11",-74,-7,838,Sunny,06:39,18:52
2264,2018-12-19,308,"Month 11",-71,-6,833,Sunny,06:39,18:52
2265,2018-12-20,309,"Month 11",-71,-5,836,Sunny,06:39,18:52
2266,2018-12-21,309,"Month 11",-71,-7,836,Sunny,06:40,18:53
2267,2018-12-22,310,"Month 11",-73,-5,830,Sunny,06:40,18:53
2268,2018-12-23,311,"Month 11",-74,-10,836,Sunny,06:40,18:53
